customer_id,Age,Gender,Category,Location,Season,Purchase Amount (USD),Previous Purchases,Review Rating,has_review,Subscription Status,is_subscriber,Discount Applied,discount_used,Payment Method,Shipping Type,Frequency of Purchases,frequency_score,engagement_score,loyalty_A,value_score,loyalty_B,discount_dependency_flag,satisfied_flag
2215,50,Male,Accessories,Idaho,Fall,100,20,4.1,1,No,0,No,0,Debit Card,Standard,Weekly,7,0.6,Medium Engagement,0.6938775510204082,High Value,0,1
2216,25,Male,Footwear,West Virginia,Winter,96,28,2.7,1,No,0,No,0,Credit Card,Express,Fortnightly,5,0.39999999999999997,Medium Engagement,0.7505102040816326,High Value,0,0
2217,41,Male,Clothing,Vermont,Winter,36,15,4.0,1,No,0,No,0,Venmo,Store Pickup,Bi-Weekly,6,0.5,Medium Engagement,0.24285714285714285,Low Value,0,1
2218,35,Male,Accessories,Indiana,Fall,27,42,2.6,1,No,0,No,0,Bank Transfer,Store Pickup,Fortnightly,5,0.39999999999999997,Medium Engagement,0.46211734693877554,Mid Value,0,0
2219,67,Male,Accessories,Idaho,Winter,67,20,3.5,1,No,0,No,0,Debit Card,Store Pickup,Quarterly,3,0.19999999999999998,Low Engagement,0.48762755102040817,Mid Value,0,0
2220,33,Male,Clothing,Minnesota,Fall,91,16,2.8,1,No,0,No,0,Bank Transfer,Store Pickup,Fortnightly,5,0.39999999999999997,Medium Engagement,0.5968112244897958,High Value,0,0
2221,19,Male,Accessories,Wyoming,Fall,62,47,4.5,1,No,0,No,0,Cash,Store Pickup,Annually,1,0.0,Low Engagement,0.7318877551020408,High Value,0,1
2222,25,Male,Clothing,Kansas,Fall,88,34,3.0,1,No,0,No,0,Credit Card,Free Shipping,Annually,1,0.0,Low Engagement,0.761734693877551,High Value,0,0
2223,32,Male,Clothing,Georgia,Summer,66,30,4.4,1,No,0,No,0,Credit Card,Store Pickup,Weekly,7,0.6,Medium Engagement,0.5834183673469387,Mid Value,0,1
2224,30,Male,Footwear,Kansas,Fall,65,5,4.7,1,No,0,No,0,PayPal,Next Day Air,Quarterly,3,0.19999999999999998,Low Engagement,0.32206632653061223,Low Value,0,1
2225,18,Male,Accessories,Nebraska,Winter,25,38,4.3,1,No,0,No,0,Cash,Standard,Quarterly,3,0.19999999999999998,Low Engagement,0.40880102040816324,Mid Value,0,1
2226,38,Male,Accessories,Washington,Spring,64,18,4.8,1,No,0,No,0,Credit Card,Free Shipping,Annually,1,0.0,Low Engagement,0.44846938775510203,Mid Value,0,1
2227,22,Male,Clothing,Missouri,Spring,72,28,4.8,1,No,0,No,0,Cash,Store Pickup,Annually,1,0.0,Low Engagement,0.6005102040816326,High Value,0,1
2228,40,Male,Accessories,Washington,Summer,74,42,4.4,1,No,0,No,0,Credit Card,Next Day Air,Fortnightly,5,0.39999999999999997,Medium Engagement,0.7558673469387756,High Value,0,1
2229,54,Male,Accessories,Kansas,Fall,50,5,3.7,1,No,0,No,0,Credit Card,Free Shipping,Weekly,7,0.6,Medium Engagement,0.22831632653061223,Low Value,0,0
2230,70,Male,Clothing,Minnesota,Fall,97,50,3.9,1,No,0,No,0,Venmo,Express,Monthly,4,0.3,Low Engagement,0.98125,High Value,0,0
2231,52,Male,Footwear,Colorado,Spring,36,33,3.8,1,No,0,No,0,Venmo,Express,Fortnightly,5,0.39999999999999997,Medium Engagement,0.42653061224489797,Mid Value,0,0
2232,34,Male,Outerwear,Utah,Fall,49,1,4.1,1,No,0,No,0,Credit Card,Store Pickup,Weekly,7,0.6,Medium Engagement,0.18125,Low Value,0,1
2233,65,Male,Footwear,North Carolina,Spring,64,14,4.0,1,No,0,No,0,Cash,Store Pickup,Fortnightly,5,0.39999999999999997,Medium Engagement,0.40765306122448985,Mid Value,0,1
2234,38,Male,Clothing,Florida,Summer,31,48,4.5,1,No,0,No,0,Credit Card,Express,Monthly,4,0.3,Low Engagement,0.5483418367346938,Mid Value,0,1
2235,35,Male,Footwear,New Hampshire,Winter,66,26,4.0,1,No,0,No,0,Cash,Express,Weekly,7,0.6,Medium Engagement,0.5426020408163266,Mid Value,0,1
2236,40,Male,Clothing,Illinois,Spring,82,44,4.5,1,No,0,No,0,Credit Card,2-Day Shipping,Annually,1,0.0,Low Engagement,0.8262755102040816,High Value,0,1
2237,23,Male,Clothing,Louisiana,Winter,88,18,2.7,1,No,0,No,0,Debit Card,Standard,Fortnightly,5,0.39999999999999997,Medium Engagement,0.5984693877551021,High Value,0,0
2238,45,Male,Footwear,Alabama,Summer,34,31,3.8,1,No,0,No,0,Venmo,Next Day Air,Every 3 Months,3,0.19999999999999998,Low Engagement,0.39362244897959187,Low Value,0,0
2239,40,Male,Footwear,Florida,Winter,84,18,3.8,1,No,0,No,0,Debit Card,Standard,Weekly,7,0.6,Medium Engagement,0.573469387755102,Mid Value,0,0
2240,42,Male,Accessories,Alabama,Summer,96,41,3.8,1,No,0,No,0,Credit Card,2-Day Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.8831632653061224,High Value,0,0
2241,57,Male,Footwear,California,Winter,71,18,4.3,1,No,0,No,0,Debit Card,Next Day Air,Every 3 Months,3,0.19999999999999998,Low Engagement,0.492219387755102,Mid Value,0,1
2242,18,Male,Outerwear,Maryland,Summer,77,3,3.5,1,No,0,No,0,Bank Transfer,Free Shipping,Bi-Weekly,6,0.5,Medium Engagement,0.37665816326530616,Low Value,0,0
2243,18,Male,Clothing,Nevada,Spring,66,5,3.8,1,No,0,No,0,Credit Card,Next Day Air,Bi-Weekly,6,0.5,Medium Engagement,0.3283163265306122,Low Value,0,0
2244,56,Male,Clothing,Massachusetts,Winter,21,13,3.7,1,No,0,No,0,Debit Card,2-Day Shipping,Annually,1,0.0,Low Engagement,0.12869897959183674,Low Value,0,0
2245,35,Male,Clothing,South Carolina,Summer,37,22,4.8,1,No,0,No,0,PayPal,2-Day Shipping,Annually,1,0.0,Low Engagement,0.32053571428571426,Low Value,0,1
2246,49,Male,Clothing,Delaware,Fall,90,45,4.9,1,No,0,No,0,PayPal,Free Shipping,Fortnightly,5,0.39999999999999997,Medium Engagement,0.8864795918367347,High Value,0,1
2247,49,Male,Outerwear,Hawaii,Fall,96,39,4.3,1,No,0,No,0,PayPal,Store Pickup,Every 3 Months,3,0.19999999999999998,Low Engagement,0.8627551020408163,High Value,0,1
2248,34,Male,Accessories,Florida,Summer,37,18,4.4,1,No,0,No,0,Venmo,Next Day Air,Annually,1,0.0,Low Engagement,0.279719387755102,Low Value,0,1
2249,63,Male,Clothing,Rhode Island,Winter,66,19,3.4,1,No,0,No,0,PayPal,Free Shipping,Fortnightly,5,0.39999999999999997,Medium Engagement,0.47117346938775506,Mid Value,0,0
2250,42,Male,Accessories,Wyoming,Spring,45,29,4.3,1,No,0,No,0,Debit Card,Next Day Air,Weekly,7,0.6,Medium Engagement,0.4419642857142857,Mid Value,0,1
2251,41,Male,Footwear,Colorado,Summer,89,19,4.6,1,No,0,No,0,Credit Card,Store Pickup,Weekly,7,0.6,Medium Engagement,0.6149234693877551,High Value,0,1
2252,26,Male,Footwear,Virginia,Fall,94,22,3.8,1,No,0,No,0,Debit Card,Free Shipping,Monthly,4,0.3,Low Engagement,0.6767857142857143,High Value,0,0
2253,48,Male,Footwear,Nebraska,Summer,96,21,3.9,1,No,0,No,0,Bank Transfer,Express,Annually,1,0.0,Low Engagement,0.6790816326530612,High Value,0,0
2254,62,Male,Clothing,Oklahoma,Spring,31,22,2.6,1,No,0,No,0,PayPal,Store Pickup,Monthly,4,0.3,Low Engagement,0.2830357142857143,Low Value,0,0
2255,24,Male,Accessories,North Dakota,Winter,79,44,4.2,1,No,0,No,0,PayPal,Store Pickup,Every 3 Months,3,0.19999999999999998,Low Engagement,0.8075255102040817,High Value,0,1
2256,48,Male,Outerwear,Michigan,Spring,39,42,4.6,1,No,0,No,0,Bank Transfer,Store Pickup,Quarterly,3,0.19999999999999998,Low Engagement,0.5371173469387756,Mid Value,0,1
2257,31,Male,Clothing,California,Fall,22,33,5.0,1,No,0,No,0,Credit Card,Standard,Quarterly,3,0.19999999999999998,Low Engagement,0.33903061224489794,Low Value,0,1
2258,41,Male,Clothing,Tennessee,Fall,32,6,4.2,1,No,0,No,0,Bank Transfer,Standard,Annually,1,0.0,Low Engagement,0.12602040816326532,Low Value,0,1
2259,24,Male,Clothing,Ohio,Winter,71,44,4.3,1,No,0,No,0,Credit Card,Store Pickup,Every 3 Months,3,0.19999999999999998,Low Engagement,0.7575255102040817,High Value,0,1
2260,60,Male,Clothing,Florida,Spring,96,24,3.3,1,No,0,No,0,Cash,Free Shipping,Annually,1,0.0,Low Engagement,0.7096938775510204,High Value,0,0
2261,38,Male,Accessories,Missouri,Fall,82,16,4.9,1,No,0,No,0,PayPal,Express,Quarterly,3,0.19999999999999998,Low Engagement,0.5405612244897959,Mid Value,0,1
2262,58,Male,Accessories,South Carolina,Spring,76,12,4.4,1,No,0,No,0,Bank Transfer,Standard,Fortnightly,5,0.39999999999999997,Medium Engagement,0.46224489795918366,Mid Value,0,1
2263,53,Male,Accessories,Arizona,Winter,22,50,3.1,1,No,0,No,0,PayPal,2-Day Shipping,Monthly,4,0.3,Low Engagement,0.5125,Mid Value,0,0
2264,44,Male,Accessories,Indiana,Winter,40,42,3.5,1,No,0,No,0,Cash,Store Pickup,Quarterly,3,0.19999999999999998,Low Engagement,0.5433673469387755,Mid Value,0,0
2265,51,Male,Accessories,North Dakota,Summer,92,50,3.9,1,No,0,No,0,PayPal,2-Day Shipping,Monthly,4,0.3,Low Engagement,0.95,High Value,0,0
2266,36,Male,Outerwear,Montana,Fall,94,10,3.9,1,No,0,No,0,PayPal,Store Pickup,Quarterly,3,0.19999999999999998,Low Engagement,0.5543367346938776,Mid Value,0,0
2267,20,Male,Clothing,Missouri,Fall,44,32,4.3,1,No,0,No,0,Debit Card,Store Pickup,Weekly,7,0.6,Medium Engagement,0.46632653061224494,Mid Value,0,1
2268,32,Male,Accessories,Kentucky,Spring,49,37,3.8,1,No,0,No,0,Venmo,Express,Weekly,7,0.6,Medium Engagement,0.5485969387755102,Mid Value,0,0
2269,66,Male,Clothing,Georgia,Spring,26,15,2.7,1,No,0,No,0,Bank Transfer,2-Day Shipping,Monthly,4,0.3,Low Engagement,0.18035714285714285,Low Value,0,0
2270,49,Male,Clothing,Kentucky,Fall,38,27,4.4,1,No,0,No,0,Credit Card,Store Pickup,Annually,1,0.0,Low Engagement,0.3778061224489796,Low Value,0,1
2271,27,Male,Clothing,Georgia,Spring,72,7,3.5,1,No,0,No,0,Venmo,Express,Weekly,7,0.6,Medium Engagement,0.3862244897959184,Low Value,0,0
2272,29,Male,Clothing,Alaska,Summer,99,49,3.4,1,No,0,No,0,PayPal,Free Shipping,Quarterly,3,0.19999999999999998,Low Engagement,0.983545918367347,High Value,0,0
2273,29,Male,Outerwear,Maine,Spring,38,44,4.0,1,No,0,No,0,PayPal,Standard,Monthly,4,0.3,Low Engagement,0.5512755102040816,Mid Value,0,1
2274,55,Male,Outerwear,New Mexico,Winter,96,13,4.8,1,No,0,No,0,PayPal,Express,Bi-Weekly,6,0.5,Medium Engagement,0.5974489795918367,High Value,0,1
2275,57,Male,Clothing,New York,Spring,27,38,4.5,1,No,0,No,0,PayPal,Next Day Air,Fortnightly,5,0.39999999999999997,Medium Engagement,0.42130102040816325,Mid Value,0,1
2276,29,Male,Clothing,Oklahoma,Winter,24,10,4.4,1,No,0,No,0,Debit Card,Standard,Weekly,7,0.6,Medium Engagement,0.11683673469387756,Low Value,0,1
2277,31,Male,Clothing,Wyoming,Summer,82,25,4.1,1,No,0,No,0,Debit Card,2-Day Shipping,Weekly,7,0.6,Medium Engagement,0.6323979591836735,High Value,0,1
2278,25,Male,Accessories,Alabama,Summer,56,18,4.6,1,No,0,No,0,Credit Card,Next Day Air,Quarterly,3,0.19999999999999998,Low Engagement,0.39846938775510204,Low Value,0,1
2279,61,Male,Accessories,Maryland,Fall,25,6,3.8,1,No,0,No,0,Cash,Store Pickup,Every 3 Months,3,0.19999999999999998,Low Engagement,0.08227040816326531,Low Value,0,0
2280,53,Male,Footwear,West Virginia,Spring,67,35,2.9,1,No,0,No,0,Bank Transfer,Free Shipping,Quarterly,3,0.19999999999999998,Low Engagement,0.6406887755102041,High Value,0,0
2281,22,Male,Footwear,Kentucky,Summer,21,31,2.8,1,No,0,No,0,Credit Card,Standard,Fortnightly,5,0.39999999999999997,Medium Engagement,0.3123724489795918,Low Value,0,0
2282,28,Male,Clothing,Kansas,Summer,27,41,3.0,1,No,0,No,0,Bank Transfer,Store Pickup,Annually,1,0.0,Low Engagement,0.45191326530612247,Mid Value,0,0
2283,18,Male,Footwear,Idaho,Fall,97,8,4.2,1,No,0,No,0,Credit Card,2-Day Shipping,Annually,1,0.0,Low Engagement,0.5526785714285715,Mid Value,0,1
2284,44,Male,Accessories,Ohio,Winter,45,34,4.1,1,No,0,No,0,Credit Card,Free Shipping,Fortnightly,5,0.39999999999999997,Medium Engagement,0.492984693877551,Mid Value,0,1
2285,32,Male,Clothing,Iowa,Fall,63,20,4.1,1,No,0,No,0,Venmo,Express,Annually,1,0.0,Low Engagement,0.46262755102040815,Mid Value,0,1
2286,34,Male,Accessories,Michigan,Summer,100,38,4.6,1,No,0,No,0,PayPal,2-Day Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.8775510204081632,High Value,0,1
2287,67,Male,Clothing,South Dakota,Spring,38,35,2.5,1,No,0,No,0,Venmo,Store Pickup,Quarterly,3,0.19999999999999998,Low Engagement,0.45943877551020407,Mid Value,0,0
2288,66,Male,Clothing,Nebraska,Summer,45,6,3.0,1,No,0,No,0,Debit Card,Store Pickup,Annually,1,0.0,Low Engagement,0.2072704081632653,Low Value,0,0
2289,28,Male,Accessories,California,Fall,91,50,3.8,1,No,0,No,0,PayPal,Next Day Air,Weekly,7,0.6,Medium Engagement,0.94375,High Value,0,0
2290,70,Male,Clothing,Nevada,Fall,82,47,4.1,1,No,0,No,0,Venmo,Free Shipping,Weekly,7,0.6,Medium Engagement,0.8568877551020408,High Value,0,1
2291,37,Male,Footwear,Kansas,Winter,48,23,3.3,1,No,0,No,0,PayPal,Standard,Quarterly,3,0.19999999999999998,Low Engagement,0.3994897959183673,Low Value,0,0
2292,28,Male,Outerwear,Ohio,Spring,30,13,5.0,1,No,0,No,0,Credit Card,2-Day Shipping,Quarterly,3,0.19999999999999998,Low Engagement,0.18494897959183673,Low Value,0,1
2293,43,Male,Clothing,Vermont,Spring,34,31,3.8,1,No,0,No,0,Debit Card,Next Day Air,Monthly,4,0.3,Low Engagement,0.39362244897959187,Low Value,0,0
2294,37,Male,Clothing,Georgia,Fall,68,16,3.3,1,No,0,No,0,Debit Card,Express,Every 3 Months,3,0.19999999999999998,Low Engagement,0.4530612244897959,Mid Value,0,0
2295,54,Male,Accessories,Maryland,Winter,95,40,5.0,1,No,0,No,0,Debit Card,Express,Annually,1,0.0,Low Engagement,0.8667091836734694,High Value,0,1
2296,50,Male,Accessories,Connecticut,Spring,22,45,2.9,1,No,0,No,0,PayPal,2-Day Shipping,Quarterly,3,0.19999999999999998,Low Engagement,0.4614795918367347,Mid Value,0,0
2297,46,Male,Accessories,Washington,Fall,88,50,2.5,1,No,0,No,0,Venmo,Next Day Air,Every 3 Months,3,0.19999999999999998,Low Engagement,0.925,High Value,0,0
2298,60,Male,Clothing,California,Summer,83,1,4.7,1,No,0,No,0,Bank Transfer,Standard,Quarterly,3,0.19999999999999998,Low Engagement,0.39375,Low Value,0,1
2299,40,Male,Accessories,Montana,Spring,87,10,2.9,1,No,0,No,0,Cash,2-Day Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.5105867346938776,Mid Value,0,0
2300,64,Male,Outerwear,Idaho,Summer,57,48,3.7,1,No,0,No,0,Credit Card,Store Pickup,Every 3 Months,3,0.19999999999999998,Low Engagement,0.7108418367346938,High Value,0,0
2301,18,Male,Outerwear,Pennsylvania,Summer,88,38,4.4,1,No,0,No,0,Credit Card,2-Day Shipping,Monthly,4,0.3,Low Engagement,0.8025510204081632,High Value,0,1
2302,37,Male,Clothing,Maine,Winter,20,21,2.9,1,No,0,No,0,Debit Card,Next Day Air,Annually,1,0.0,Low Engagement,0.20408163265306123,Low Value,0,0
2303,36,Male,Accessories,Montana,Summer,39,38,3.6,1,No,0,No,0,Venmo,Store Pickup,Monthly,4,0.3,Low Engagement,0.49630102040816326,Mid Value,0,0
2304,51,Male,Accessories,New Jersey,Spring,71,31,4.8,1,No,0,No,0,Credit Card,2-Day Shipping,Fortnightly,5,0.39999999999999997,Medium Engagement,0.6248724489795918,High Value,0,1
2305,26,Male,Clothing,Louisiana,Winter,73,9,4.7,1,No,0,No,0,Debit Card,Free Shipping,Fortnightly,5,0.39999999999999997,Medium Engagement,0.41288265306122446,Mid Value,0,1
2306,68,Male,Accessories,Maine,Summer,63,47,2.6,1,No,0,No,0,Cash,Free Shipping,Weekly,7,0.6,Medium Engagement,0.7381377551020408,High Value,0,0
2307,27,Male,Accessories,Florida,Winter,78,8,3.4,1,No,0,No,0,Cash,Standard,Bi-Weekly,6,0.5,Medium Engagement,0.43392857142857144,Mid Value,0,0
2308,28,Male,Clothing,Missouri,Fall,96,30,3.5,1,No,0,No,0,Debit Card,Next Day Air,Annually,1,0.0,Low Engagement,0.7709183673469387,High Value,0,0
2309,49,Male,Accessories,North Dakota,Winter,81,22,3.4,1,No,0,No,0,Bank Transfer,2-Day Shipping,Quarterly,3,0.19999999999999998,Low Engagement,0.5955357142857143,High Value,0,0
2310,70,Male,Clothing,Connecticut,Fall,95,3,5.0,1,No,0,No,0,Bank Transfer,2-Day Shipping,Quarterly,3,0.19999999999999998,Low Engagement,0.48915816326530615,Mid Value,0,1
2311,30,Male,Accessories,Virginia,Spring,68,15,4.6,1,No,0,No,0,PayPal,Standard,Monthly,4,0.3,Low Engagement,0.44285714285714284,Mid Value,0,1
2312,27,Male,Footwear,Montana,Spring,28,10,4.8,1,No,0,No,0,Bank Transfer,2-Day Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.14183673469387756,Low Value,0,1
2313,19,Male,Clothing,Vermont,Summer,30,19,3.7,1,No,0,No,0,Cash,Free Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.2461734693877551,Low Value,0,0
2314,64,Male,Clothing,Georgia,Summer,31,36,4.7,1,No,0,No,0,Bank Transfer,Next Day Air,Fortnightly,5,0.39999999999999997,Medium Engagement,0.4258928571428572,Mid Value,0,1
2315,42,Male,Accessories,Virginia,Winter,95,12,4.4,1,No,0,No,0,Bank Transfer,Express,Every 3 Months,3,0.19999999999999998,Low Engagement,0.5809948979591837,Mid Value,0,1
2316,69,Male,Clothing,Vermont,Winter,79,49,3.5,1,No,0,No,0,Debit Card,2-Day Shipping,Quarterly,3,0.19999999999999998,Low Engagement,0.858545918367347,High Value,0,0
2317,28,Male,Footwear,Montana,Winter,39,7,3.8,1,No,0,No,0,Debit Card,Standard,Annually,1,0.0,Low Engagement,0.17997448979591835,Low Value,0,0
2318,47,Male,Outerwear,New Jersey,Summer,34,28,4.7,1,No,0,No,0,Bank Transfer,Next Day Air,Monthly,4,0.3,Low Engagement,0.36301020408163265,Low Value,0,1
2319,69,Male,Clothing,Wyoming,Spring,28,30,3.1,1,No,0,No,0,Credit Card,Store Pickup,Annually,1,0.0,Low Engagement,0.34591836734693876,Low Value,0,0
2320,56,Male,Footwear,Maine,Winter,38,29,5.0,1,No,0,No,0,PayPal,Free Shipping,Monthly,4,0.3,Low Engagement,0.3982142857142857,Low Value,0,1
2321,28,Male,Footwear,New Mexico,Spring,55,9,3.7,1,No,0,No,0,Debit Card,Free Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.30038265306122447,Low Value,0,0
2322,50,Male,Footwear,Colorado,Winter,31,27,3.0,1,No,0,No,0,Debit Card,Next Day Air,Fortnightly,5,0.39999999999999997,Medium Engagement,0.33405612244897964,Low Value,0,0
2323,39,Male,Outerwear,Connecticut,Spring,84,21,4.5,1,No,0,No,0,Venmo,Store Pickup,Fortnightly,5,0.39999999999999997,Medium Engagement,0.6040816326530613,High Value,0,1
2324,35,Male,Accessories,Maryland,Winter,93,36,4.7,1,No,0,No,0,Credit Card,Express,Monthly,4,0.3,Low Engagement,0.8133928571428571,High Value,0,1
2325,59,Male,Outerwear,Oregon,Winter,28,19,3.5,1,No,0,No,0,Debit Card,Free Shipping,Annually,1,0.0,Low Engagement,0.23367346938775513,Low Value,0,0
2326,44,Male,Footwear,New York,Summer,55,47,4.4,1,No,0,No,0,Cash,2-Day Shipping,Weekly,7,0.6,Medium Engagement,0.6881377551020409,High Value,0,1
2327,66,Male,Clothing,Oklahoma,Winter,63,38,2.6,1,No,0,No,0,Bank Transfer,Standard,Annually,1,0.0,Low Engagement,0.6463010204081632,High Value,0,0
2328,20,Male,Clothing,Alabama,Winter,94,22,4.2,1,No,0,No,0,Venmo,2-Day Shipping,Bi-Weekly,6,0.5,Medium Engagement,0.6767857142857143,High Value,0,1
2329,45,Male,Clothing,North Dakota,Fall,36,29,2.6,1,No,0,No,0,Venmo,Express,Bi-Weekly,6,0.5,Medium Engagement,0.3857142857142857,Low Value,0,0
2330,49,Male,Accessories,Nebraska,Spring,97,42,4.8,1,No,0,No,0,Bank Transfer,Free Shipping,Annually,1,0.0,Low Engagement,0.8996173469387756,High Value,0,1
2331,60,Male,Accessories,Arizona,Summer,63,47,2.9,1,No,0,No,0,PayPal,Store Pickup,Every 3 Months,3,0.19999999999999998,Low Engagement,0.7381377551020408,High Value,0,0
2332,61,Male,Accessories,Illinois,Spring,77,10,4.3,1,No,0,No,0,Credit Card,2-Day Shipping,Bi-Weekly,6,0.5,Medium Engagement,0.44808673469387755,Mid Value,0,1
2333,36,Male,Accessories,South Carolina,Fall,53,10,2.6,1,No,0,No,0,Venmo,Store Pickup,Monthly,4,0.3,Low Engagement,0.29808673469387753,Low Value,0,0
2334,33,Male,Clothing,Kansas,Spring,77,1,3.8,1,No,0,No,0,PayPal,Next Day Air,Every 3 Months,3,0.19999999999999998,Low Engagement,0.35625,Low Value,0,0
2335,49,Male,Footwear,Kansas,Summer,79,7,4.2,1,No,0,No,0,Credit Card,Standard,Monthly,4,0.3,Low Engagement,0.4299744897959184,Mid Value,0,1
2336,31,Male,Outerwear,Idaho,Summer,37,10,3.9,1,No,0,No,0,Venmo,Store Pickup,Fortnightly,5,0.39999999999999997,Medium Engagement,0.19808673469387755,Low Value,0,0
2337,19,Male,Accessories,California,Winter,94,11,3.1,1,No,0,No,0,Credit Card,Free Shipping,Weekly,7,0.6,Medium Engagement,0.5645408163265306,Mid Value,0,0
2338,39,Male,Footwear,North Dakota,Fall,76,5,3.6,1,No,0,No,0,Cash,Store Pickup,Annually,1,0.0,Low Engagement,0.3908163265306122,Low Value,0,0
2339,66,Male,Footwear,Georgia,Fall,68,21,4.0,1,No,0,No,0,PayPal,Express,Quarterly,3,0.19999999999999998,Low Engagement,0.5040816326530613,Mid Value,0,1
2340,25,Male,Clothing,Illinois,Spring,65,24,3.4,1,No,0,No,0,Bank Transfer,Next Day Air,Quarterly,3,0.19999999999999998,Low Engagement,0.5159438775510204,Mid Value,0,0
2341,63,Male,Clothing,Delaware,Summer,24,37,2.6,1,No,0,No,0,Credit Card,Standard,Fortnightly,5,0.39999999999999997,Medium Engagement,0.39234693877551025,Low Value,0,0
2342,56,Male,Outerwear,Connecticut,Summer,31,22,4.5,1,No,0,No,0,Venmo,Express,Every 3 Months,3,0.19999999999999998,Low Engagement,0.2830357142857143,Low Value,0,1
2343,20,Male,Clothing,Tennessee,Fall,89,16,4.9,1,No,0,No,0,Debit Card,Standard,Fortnightly,5,0.39999999999999997,Medium Engagement,0.5843112244897959,Mid Value,0,1
2344,58,Male,Clothing,Maryland,Summer,49,44,4.4,1,No,0,No,0,PayPal,2-Day Shipping,Monthly,4,0.3,Low Engagement,0.6200255102040816,High Value,0,1
2345,34,Male,Footwear,Rhode Island,Fall,92,14,3.5,1,No,0,No,0,Venmo,Express,Bi-Weekly,6,0.5,Medium Engagement,0.5826530612244898,Mid Value,0,0
2346,28,Male,Clothing,New York,Winter,32,23,3.3,1,No,0,No,0,Bank Transfer,Express,Every 3 Months,3,0.19999999999999998,Low Engagement,0.29948979591836733,Low Value,0,0
2347,22,Male,Outerwear,New Mexico,Winter,67,46,3.1,1,No,0,No,0,Debit Card,Standard,Fortnightly,5,0.39999999999999997,Medium Engagement,0.7529336734693878,High Value,0,0
2348,37,Male,Accessories,California,Fall,64,46,4.2,1,No,0,No,0,Cash,Express,Every 3 Months,3,0.19999999999999998,Low Engagement,0.7341836734693878,High Value,0,1
2349,54,Male,Footwear,Maine,Spring,84,16,4.9,1,No,0,No,0,PayPal,Next Day Air,Every 3 Months,3,0.19999999999999998,Low Engagement,0.5530612244897959,Mid Value,0,1
2350,65,Male,Clothing,New York,Fall,34,40,3.9,1,No,0,No,0,Credit Card,Standard,Every 3 Months,3,0.19999999999999998,Low Engagement,0.4854591836734694,Mid Value,0,0
2351,57,Male,Footwear,Hawaii,Winter,26,21,4.2,1,No,0,No,0,Cash,Free Shipping,Annually,1,0.0,Low Engagement,0.24158163265306123,Low Value,0,1
2352,38,Male,Clothing,New Hampshire,Fall,50,25,4.9,1,No,0,No,0,PayPal,Store Pickup,Bi-Weekly,6,0.5,Medium Engagement,0.43239795918367346,Mid Value,0,1
2353,70,Male,Footwear,Nebraska,Fall,46,25,2.8,1,No,0,No,0,Bank Transfer,Store Pickup,Quarterly,3,0.19999999999999998,Low Engagement,0.4073979591836735,Mid Value,0,0
2354,56,Male,Accessories,Montana,Fall,71,25,4.1,1,No,0,No,0,Debit Card,Standard,Every 3 Months,3,0.19999999999999998,Low Engagement,0.5636479591836734,Mid Value,0,1
2355,56,Male,Clothing,Wisconsin,Summer,78,27,4.8,1,No,0,No,0,Venmo,Next Day Air,Monthly,4,0.3,Low Engagement,0.6278061224489796,High Value,0,1
2356,22,Male,Clothing,Tennessee,Winter,35,12,4.1,1,No,0,No,0,Cash,Next Day Air,Monthly,4,0.3,Low Engagement,0.2059948979591837,Low Value,0,1
2357,57,Male,Accessories,Montana,Summer,58,27,3.0,1,No,0,No,0,Debit Card,Free Shipping,Quarterly,3,0.19999999999999998,Low Engagement,0.5028061224489796,Mid Value,0,0
2358,53,Male,Clothing,Michigan,Fall,67,40,4.2,1,No,0,No,0,Credit Card,2-Day Shipping,Bi-Weekly,6,0.5,Medium Engagement,0.6917091836734695,High Value,0,1
2359,53,Male,Clothing,Texas,Spring,93,38,3.8,1,No,0,No,0,Credit Card,Standard,Quarterly,3,0.19999999999999998,Low Engagement,0.8338010204081632,High Value,0,0
2360,19,Male,Accessories,Pennsylvania,Spring,81,44,3.3,1,No,0,No,0,Bank Transfer,2-Day Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.8200255102040817,High Value,0,0
2361,49,Male,Accessories,New York,Fall,80,27,4.7,1,No,0,No,0,Venmo,2-Day Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.6403061224489797,High Value,0,1
2362,44,Male,Accessories,Alabama,Spring,64,30,4.3,1,No,0,No,0,Credit Card,2-Day Shipping,Every 3 Months,3,0.19999999999999998,Low Engagement,0.5709183673469388,Mid Value,0,1
2363,27,Male,Clothing,Virginia,Fall,41,24,2.7,1,No,0,No,0,Credit Card,Standard,Monthly,4,0.3,Low Engagement,0.3659438775510204,Low Value,0,0
2364,60,Male,Clothing,Pennsylvania,Winter,79,38,4.2,1,No,0,No,0,Cash,Express,Bi-Weekly,6,0.5,Medium Engagement,0.7463010204081633,High Value,0,1
